viral_phage_gene_fraction,ratio.virus.bacteria,score
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0025706941,0.2649192157,0
0.0026666667,0.1793754236,0
0.002739726,0.1377567643,0
0.0031746032,0.1414831149,0
NA,NA,NA
0.0035587189,0.2397395803,0
0.0035714286,0.1295699412,0
0.0036231884,0.1430071453,0
0.0037313433,0.1561926926,0
0.00390625,0.1250137827,0
0.0041322314,0.1326944772,0
0.0041666667,0.1932718598,0
0.0042643923,0.1970987037,0
NA,NA,NA
0.0047169811,0.2645152902,0
0.0048780488,0.1651877232,0
0.004950495,0.305345425,0
0.0056818182,0.147878066,0
0.005952381,0.1663678615,0
0.0060606061,0.265282945,0
0.006097561,0.1446211447,0
0.0063492063,0.1734414269,0
0.0063694268,0.2404031449,0
0.0064102564,0.3667289238,0
0.006993007,0.2564989697,0
NA,NA,NA
0.0073529412,0.2014519941,0
0.0074074074,0.2197483574,0
0.0074074074,0.1643953646,0
NA,NA,NA
0.0076335878,0.2510142212,0
0.0076335878,0.3882836849,0
0.0081967213,0.4952009211,0
0.0083333333,0.1293436519,0
0.0084033613,0.3134861075,0
0.0084033613,0.0845050823,0
NA,NA,NA
0.0084745763,0.2552178572,0
0.0086206897,0.2442920125,0
0.0088495575,0.183336337,0
0.0088495575,0.1565739941,0
NA,NA,NA
0.0094339623,0.1949248666,0
0.0096153846,0.1247582888,0
0.0096153846,0.1918444533,0
0.0097087379,0.1246989893,0
0.0097087379,0.1073421269,0
NA,NA,NA
0.0099502488,0.0868848001,0
0.0102040816,0.1537469735,0
0.0102040816,0.1959976851,0
NA,NA,NA
0.0104166667,0.2086510809,0
NA,NA,NA
0.0106382979,0.2557532382,0
0.0106382979,0.0857740382,0
NA,NA,NA
0.0108108108,0.0902557307,0
0.010989011,0.3087695534,0
NA,NA,NA
0.0113636364,0.117106759,0
0.0116959064,0.6458330081,0
0.0117647059,0.271542476,0
0.0118343195,0.0889713012,0
0.0119047619,0.1029314708,0
0.0119047619,0.1242764645,0
0.0119047619,0.1377822387,0
NA,NA,NA
0.012345679,0.1133218561,0
0.0125,0.101717,0
0.0128205128,0.285077482,0
0.0128205128,0.4042411819,0
0.012987013,0.3496336777,0
NA,NA,NA
0.0130718954,0.1919935391,0
0.0131578947,0.1520934138,0
0.0133333333,0.3274853577,0
NA,NA,NA
0.0133928571,0.1077247746,0
NA,NA,NA
0.0136986301,0.1472763984,0
0.013986014,0.1875820871,0
0.014084507,0.1689340658,0
0.0142857143,0.2045286404,0
NA,NA,NA
0.0145985401,0.2076277287,0
0.0147058824,0.1248438472,0
0.0147058824,0.6212889422,0
NA,NA,NA
0.0147601476,0.2264950765,0
NA,NA,NA
NA,NA,NA
0.015625,0.3321104168,0
0.015625,0.145195652,0
0.0157480315,0.2241794755,0
0.0157480315,0.2527710962,0
0.0158730159,0.1736069532,0
0.0161290323,0.1491445281,0
0.0161290323,0.1231862185,0
0.0163934426,0.1861999466,0
0.0163934426,0.1070800206,0
0.0166666667,0.0793349691,0
0.0166666667,0.1559418096,0
NA,NA,NA
0.0175438596,0.194846627,0
0.0175438596,0.0612349591,0
0.0175438596,0.1567619731,0
0.0175438596,0.3685530986,0
0.0178571429,0.1731271441,0
0.0178571429,0.1250330246,0
0.0181818182,0.1727165862,0
0.0185185185,0.1921197317,0
0.0185185185,0.154676781,0
0.0185185185,0.2205423006,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0196078431,0.1600280078,0
0.0196078431,0.4747301141,0
NA,NA,NA
0.0198675497,0.2163447813,0
0.02,0.1592550009,0
0.02,0.154564098,0
0.0204081633,0.1617254545,0
0.0204081633,0.3535263795,0
0.0204081633,0.2342751745,0
0.0204081633,0.0776681504,0
NA,NA,NA
0.0208333333,0.2090025954,0
0.0208333333,0.0040656282,0
0.0208333333,0.1852580888,0
0.0208333333,0.1268064065,0
NA,NA,NA
0.0210526316,0.1254332043,0
0.0212765957,0.1752943704,0
0.0212765957,3.9473695252,0
NA,NA,NA
0.0217391304,0.1175566311,0
0.0217391304,0.1746508437,0
0.0222222222,3.2560492978,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0227272727,0.1759437562,0
0.0227272727,0.1207428757,0
0.0227272727,0.1647195223,0
0.0227272727,0.1664860515,0
0.0227272727,0.2939081647,0
0.023255814,0.1928660056,0
0.023255814,0.1304222166,0
NA,NA,NA
0.0238095238,0.0861293689,0
0.0238095238,0.165878225,0
0.0243902439,0.0821019083,0
0.0243902439,0.1434526493,0
0.0243902439,0.187109635,0
0.0243902439,0.0575728124,0
0.0243902439,0.1501847612,0
0.025,0.160097235,0
0.025,0.1620731545,0
NA,NA,NA
NA,NA,NA
0.0256410256,0.1039120659,0
NA,NA,NA
0.025974026,0.3504262698,0
0.0263157895,0.0803083874,0
0.0263157895,0.2407170188,0
0.0263157895,0.2880635842,0
NA,NA,NA
0.0265486726,0.3855209138,0
0.027027027,0.2109189771,0
0.0272727273,0.1727798236,0
0.0273972603,0.2910893357,0
0.0277777778,0.1160558569,0
0.0277777778,0.1285454371,0
NA,NA,NA
NA,NA,NA
0.0294117647,0.0448954463,0
0.0294117647,0.0808542026,0
0.0303030303,0.0032902895,0
0.0303030303,0.3458728644,0
0.0307692308,2.7835932826,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0322580645,0.1380432954,0
0.0322580645,0.149563668,0
0.0326086957,1.5189046028,1
NA,NA,NA
NA,NA,NA
0.0333333333,0.1000285905,0
0.0333333333,0.1042442549,0
0.0333333333,3.5072995008,1
0.0338983051,0.083602926,0
0.0344827586,0.1553081958,0
0.0344827586,0.2044090722,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0357142857,0.1906400055,0
0.0357142857,0.4412336607,0
0.037037037,0.2980980836,0
0.0384615385,0.0738794601,0
0.0384615385,0.5606966279,0
0.0384615385,0.356942989,0
0.0384615385,0.0503930981,0
0.0393258427,0.1360484231,0
0.04,0.2085825942,0
0.04,0.3426536046,0
0.04,0.0893798153,0
0.04,0.0762398838,0
0.04,0.0536413125,0
0.0408163265,0.234119305,0
0.0416666667,0.1263752955,0
0.0416666667,0.0735556947,0
0.0416666667,0.3621118355,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0431034483,0.289934392,0
0.0434782609,0.1373783469,0
0.0434782609,0.1101047045,0
0.0434782609,0.1509437576,0
0.0434782609,0.1454374188,0
0.0444444444,0.1631205432,0
0.0454545455,0.0716936773,0
NA,NA,NA
0.0465116279,0.0849971905,0
0.0476190476,0.1828556161,0
0.0476190476,0.4424688907,0
0.0476190476,0.0676104043,0
0.05,0.123133087,0
0.0512820513,0.1710486946,0
0.0517241379,0.1195932511,0
0.0526315789,0.2976742864,0
NA,NA,NA
NA,NA,NA
0.0555555556,0.0795651144,0
0.0555555556,0.1450491285,0
0.0555555556,0.0307694909,0
0.0566037736,0.2729145334,0
NA,NA,NA
0.0588235294,0.0635466685,0
0.0588235294,0.2107381321,0
0.0588235294,0.3495066767,0
NA,NA,NA
NA,NA,NA
0.0595238095,0.1541160002,0
0.0606060606,0.0639303157,0
0.0606060606,0.0905280539,0
0.0625,0.0559210683,0
0.0625,0.2506422383,0
NA,NA,NA
0.0652173913,0.8184427706,0
0.0666666667,0.111301712,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.0681818182,0.2040755868,0
0.0689655172,0.0656657925,0
0.0714285714,1.090875242,0
0.0714285714,0.1352929071,0
0.0714285714,0.8896533589,0
0.0714285714,0.210757795,0
0.0714285714,6.9901335342,0
NA,NA,NA
0.0769230769,0.6373357046,0
0.0769230769,0.3653035886,0
0.0769230769,0.260097992,0
0.0833333333,0.153501042,0
0.0833333333,0.162171098,0
0.0833333333,0.2076136975,0
0.0833333333,0.3300587694,0
0.0833333333,1.1335351677,0
NA,NA,NA
NA,NA,NA
0.0869565217,0.6340153744,0
0.0909090909,1.1650222557,0
0.0909090909,0.0678317097,0
0.0909090909,0.0943019701,0
0.0909090909,0.5971163631,0
0.0952380952,0.2228295843,0
0.1,0.163149998,0
0.1,19.289587204,0
0.1111111111,0.0518449802,0
0.1111111111,0.114592353,0
0.1111111111,0.1114369114,0
0.1111111111,0.219298307,0
0.1111111111,31.3457559482,0
0.1111111111,0.0597095353,0
0.1111111111,15.4054927383,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.125,0.8506066108,0
0.125,0.1501716667,0
0.125,0.1514791917,0
0.125,0.0553962616,0
0.125,0.1457904946,0
0.125,0.0497076162,0
0.125,9.8343947653,0
0.125,1.3980267068,0
0.125,0.1259949995,0
0.125,0.0663867431,0
0.125,0.0371157533,0
NA,NA,NA
NA,NA,NA
0.1333333333,0.1556064508,0
NA,NA,NA
0.1388888889,0.1267149579,0
0.1428571429,0.074103055,0
0.1428571429,0.019681277,0
0.1428571429,4.1940801205,0
0.1428571429,0.0777881939,0
0.1428571429,0.2330044511,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.1515151515,6.1161939904,1
0.1666666667,0.3755892645,0
0.1666666667,0.1227275353,0
0.1666666667,0.9248484368,0
0.1666666667,22.088821968,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.1818181818,0.7527836114,0
NA,NA,NA
0.1926605505,6.8669020533,1
0.2,4.1164119701,0
0.2,0.3106726015,0
0.2,0.026885129,0
0.2,NA,0
0.2,0.0591235964,0
0.2,0.2892469049,0
0.2,0.0350759389,0
NA,NA,NA
NA,NA,NA
0.2307692308,3.1394711239,0
0.2307692308,60.4029774217,1
0.25,0.3226215477,0
0.25,0.2330044511,0
0.25,0.272342865,0
0.25,1.0731331764,0
0.25,0.0671724544,0
0.25,2.5808532894,1
0.25,2.9041656771,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.2608695652,77.1364838657,1
0.2647058824,35.5585053694,1
0.2666666667,7.3429901151,1
0.2727272727,0.1306567016,0
0.2739726027,37.6258033227,1
0.2777777778,155.390015181,1
0.2857142857,0.0675890774,0
NA,NA,NA
0.3,59.7532874332,1
NA,NA,NA
0.3191489362,37.3516265804,1
0.3333333333,92.6510426619,0
0.3333333333,0.0998590505,0
0.3333333333,0.5242600151,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.375,6.6732474806,0
0.375,109.7450964864,1
0.375,223.6842730932,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.3793103448,2.0990916718,1
0.3846153846,4.7434800895,1
0.3896103896,49.3065240037,1
0.4,67.9440979521,1
NA,NA,NA
0.4090909091,58.1875661162,1
0.44,176.3510831619,1
0.4444444444,283.2910481391,1
0.4444444444,253.5670939518,1
0.4545454545,11.7710079526,1
0.4545454545,225.016510308,1
0.46,111.452958535,1
NA,NA,NA
0.5283018868,58.9158259905,1
0.5625,25.2213110769,1
0.5882352941,4.7901291502,1
0.5909090909,28.9948610022,1
0.6,56.2656291008,1
NA,NA,NA
0.6666666667,15.0734049721,1
0.6666666667,17.8377852038,1
0.6829268293,50.8896846769,1
0.7391304348,16.9291013089,1
0.75,3.9943620195,1
0.7619047619,73.0829927194,1
0.8,25.7822134539,1
NA,NA,NA
0.8125,32.3224747724,1
0.8260869565,21.9615712398,1
0.8333333333,27.6110274599,1
0.8333333333,13.1741976157,1
0.8461538462,4.1089499421,1
0.8461538462,2.9999323084,1
0.8636363636,0.668354873,1
0.921875,10.7936422248,1
0.9230769231,0.8124895472,1
0.9245283019,8.0203524484,1
NA,NA,NA
0.9375,2.6923350762,1
0.9375,0.6411639724,1
0.9574468085,1.9600746334,1
0.9696969697,0.5556259989,1
1,6.844669563,1
1,2.5834275623,1
1,3.0380195745,1
1,10.1496738916,1
1,7.2564243355,1
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,0
NA,NA,NA
